"TIME","GEO","AGE","SEX","INDIC_IL","UNIT","Value","Flag and Footnotes"
"2010","Euro area (18 countries)","From 65 to 74 years","Total","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2010","Euro area (18 countries)","65 years or over","Total","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2010","Euro area (18 countries)","Less than 75 years","Total","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2010","Euro area (18 countries)","75 years or over","Total","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2010","Belgium","Total","Total","Median equivalised net income","Purchasing power standard (PPS)","17,331",""
"2010","Belgium","Less than 6 years","Total","Median equivalised net income","Purchasing power standard (PPS)","17,002",""
"2010","Belgium","From 6 to 10 years","Total","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2010","Belgium","From 6 to 11 years","Total","Median equivalised net income","Purchasing power standard (PPS)","17,202",""
"2010","Belgium","From 11 to 15 years","Total","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2010","Belgium","From 12 to 17 years","Total","Median equivalised net income","Purchasing power standard (PPS)","16,647",""
"2010","Belgium","Less than 16 years","Total","Median equivalised net income","Purchasing power standard (PPS)","17,041",""
"2010","Belgium","From 16 to 24 years","Total","Median equivalised net income","Purchasing power standard (PPS)","16,831",""
"2010","Belgium","From 16 to 64 years","Total","Median equivalised net income","Purchasing power standard (PPS)","18,536",""
"2010","Belgium","16 years or over","Total","Median equivalised net income","Purchasing power standard (PPS)","17,394",""
"2010","Belgium","Less than 18 years","Total","Median equivalised net income","Purchasing power standard (PPS)","16,877",""
"2010","Belgium","From 18 to 24 years","Total","Median equivalised net income","Purchasing power standard (PPS)","17,016",""
"2010","Belgium","From 18 to 64 years","Total","Median equivalised net income","Purchasing power standard (PPS)","18,620",""
"2010","Belgium","18 years or over","Total","Median equivalised net income","Purchasing power standard (PPS)","17,438",""
"2010","Belgium","From 25 to 49 years","Total","Median equivalised net income","Purchasing power standard (PPS)","19,046",""
"2010","Belgium","From 25 to 54 years","Total","Median equivalised net income","Purchasing power standard (PPS)","19,235",""
"2010","Belgium","From 50 to 64 years","Total","Median equivalised net income","Purchasing power standard (PPS)","18,458",""
"2010","Belgium","From 55 to 64 years","Total","Median equivalised net income","Purchasing power standard (PPS)","17,469",""
"2010","Belgium","Less than 60 years","Total","Median equivalised net income","Purchasing power standard (PPS)","18,286",""
"2010","Belgium","60 years or over","Total","Median equivalised net income","Purchasing power standard (PPS)","14,262",""
"2010","Belgium","Less than 65 years","Total","Median equivalised net income","Purchasing power standard (PPS)","18,187",""
"2010","Belgium","From 65 to 74 years","Total","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2010","Belgium","65 years or over","Total","Median equivalised net income","Purchasing power standard (PPS)","13,551",""
"2010","Belgium","Less than 75 years","Total","Median equivalised net income","Purchasing power standard (PPS)","17,819",""
"2010","Belgium","75 years or over","Total","Median equivalised net income","Purchasing power standard (PPS)","13,009",""
"2010","Bulgaria","Total","Total","Median equivalised net income","Purchasing power standard (PPS)","5,885",""
"2010","Bulgaria","Less than 6 years","Total","Median equivalised net income","Purchasing power standard (PPS)","5,786",""
"2010","Bulgaria","From 6 to 10 years","Total","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2010","Bulgaria","From 6 to 11 years","Total","Median equivalised net income","Purchasing power standard (PPS)","5,363",""
"2010","Bulgaria","From 11 to 15 years","Total","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2010","Bulgaria","From 12 to 17 years","Total","Median equivalised net income","Purchasing power standard (PPS)","5,120",""
"2010","Bulgaria","Less than 16 years","Total","Median equivalised net income","Purchasing power standard (PPS)","5,446",""
"2010","Bulgaria","From 16 to 24 years","Total","Median equivalised net income","Purchasing power standard (PPS)","5,709",""
"2010","Bulgaria","From 16 to 64 years","Total","Median equivalised net income","Purchasing power standard (PPS)","6,324",""
"2010","Bulgaria","16 years or over","Total","Median equivalised net income","Purchasing power standard (PPS)","5,972",""
"2010","Bulgaria","Less than 18 years","Total","Median equivalised net income","Purchasing power standard (PPS)","5,364",""
"2010","Bulgaria","From 18 to 24 years","Total","Median equivalised net income","Purchasing power standard (PPS)","5,983",""
"2010","Bulgaria","From 18 to 64 years","Total","Median equivalised net income","Purchasing power standard (PPS)","6,384",""
"2010","Bulgaria","18 years or over","Total","Median equivalised net income","Purchasing power standard (PPS)","5,990",""
"2010","Bulgaria","From 25 to 49 years","Total","Median equivalised net income","Purchasing power standard (PPS)","6,384",""
"2010","Bulgaria","From 25 to 54 years","Total","Median equivalised net income","Purchasing power standard (PPS)","6,478",""
"2010","Bulgaria","From 50 to 64 years","Total","Median equivalised net income","Purchasing power standard (PPS)","6,617",""
"2010","Bulgaria","From 55 to 64 years","Total","Median equivalised net income","Purchasing power standard (PPS)","6,442",""
"2010","Bulgaria","Less than 60 years","Total","Median equivalised net income","Purchasing power standard (PPS)","6,191",""
"2010","Bulgaria","60 years or over","Total","Median equivalised net income","Purchasing power standard (PPS)","4,883",""
"2010","Bulgaria","Less than 65 years","Total","Median equivalised net income","Purchasing power standard (PPS)","6,184",""
"2010","Bulgaria","From 65 to 74 years","Total","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2010","Bulgaria","65 years or over","Total","Median equivalised net income","Purchasing power standard (PPS)","4,560",""
"2010","Bulgaria","Less than 75 years","Total","Median equivalised net income","Purchasing power standard (PPS)","6,047",""
"2010","Bulgaria","75 years or over","Total","Median equivalised net income","Purchasing power standard (PPS)","4,173",""
"2010","Czechia","Total","Total","Median equivalised net income","Purchasing power standard (PPS)","9,660",""
"2010","Czechia","Less than 6 years","Total","Median equivalised net income","Purchasing power standard (PPS)","9,427",""
"2010","Czechia","From 6 to 10 years","Total","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2010","Czechia","From 6 to 11 years","Total","Median equivalised net income","Purchasing power standard (PPS)","9,147",""
"2010","Czechia","From 11 to 15 years","Total","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2010","Czechia","From 12 to 17 years","Total","Median equivalised net income","Purchasing power standard (PPS)","8,549",""
"2010","Czechia","Less than 16 years","Total","Median equivalised net income","Purchasing power standard (PPS)","9,131",""
"2010","Czechia","From 16 to 24 years","Total","Median equivalised net income","Purchasing power standard (PPS)","9,376",""
"2010","Czechia","From 16 to 64 years","Total","Median equivalised net income","Purchasing power standard (PPS)","10,308",""
"2010","Czechia","16 years or over","Total","Median equivalised net income","Purchasing power standard (PPS)","9,751",""
"2010","Czechia","Less than 18 years","Total","Median equivalised net income","Purchasing power standard (PPS)","9,008",""
"2010","Czechia","From 18 to 24 years","Total","Median equivalised net income","Purchasing power standard (PPS)","9,764",""
"2010","Czechia","From 18 to 64 years","Total","Median equivalised net income","Purchasing power standard (PPS)","10,370",""
"2010","Czechia","18 years or over","Total","Median equivalised net income","Purchasing power standard (PPS)","9,806",""
"2010","Czechia","From 25 to 49 years","Total","Median equivalised net income","Purchasing power standard (PPS)","10,453",""
"2010","Czechia","From 25 to 54 years","Total","Median equivalised net income","Purchasing power standard (PPS)","10,561",""
"2010","Czechia","From 50 to 64 years","Total","Median equivalised net income","Purchasing power standard (PPS)","10,433",""
"2010","Czechia","From 55 to 64 years","Total","Median equivalised net income","Purchasing power standard (PPS)","10,171",""
"2010","Czechia","Less than 60 years","Total","Median equivalised net income","Purchasing power standard (PPS)","10,115",""
"2010","Czechia","60 years or over","Total","Median equivalised net income","Purchasing power standard (PPS)","8,477",""
"2010","Czechia","Less than 65 years","Total","Median equivalised net income","Purchasing power standard (PPS)","10,048",""
"2010","Czechia","From 65 to 74 years","Total","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2010","Czechia","65 years or over","Total","Median equivalised net income","Purchasing power standard (PPS)","8,190",""
"2010","Czechia","Less than 75 years","Total","Median equivalised net income","Purchasing power standard (PPS)","9,829",""
"2010","Czechia","75 years or over","Total","Median equivalised net income","Purchasing power standard (PPS)","7,864",""
"2010","Denmark","Total","Total","Median equivalised net income","Purchasing power standard (PPS)","17,949",""
"2010","Denmark","Less than 6 years","Total","Median equivalised net income","Purchasing power standard (PPS)","18,581",""
"2010","Denmark","From 6 to 10 years","Total","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2010","Denmark","From 6 to 11 years","Total","Median equivalised net income","Purchasing power standard (PPS)","17,743",""
"2010","Denmark","From 11 to 15 years","Total","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2010","Denmark","From 12 to 17 years","Total","Median equivalised net income","Purchasing power standard (PPS)","17,901",""
"2010","Denmark","Less than 16 years","Total","Median equivalised net income","Purchasing power standard (PPS)","18,119",""
"2010","Denmark","From 16 to 24 years","Total","Median equivalised net income","Purchasing power standard (PPS)","14,631",""
"2010","Denmark","From 16 to 64 years","Total","Median equivalised net income","Purchasing power standard (PPS)","19,257",""
"2010","Denmark","16 years or over","Total","Median equivalised net income","Purchasing power standard (PPS)","17,894",""
"2010","Denmark","Less than 18 years","Total","Median equivalised net income","Purchasing power standard (PPS)","18,053",""
"2010","Denmark","From 18 to 24 years","Total","Median equivalised net income","Purchasing power standard (PPS)","12,856",""
"2010","Denmark","From 18 to 64 years","Total","Median equivalised net income","Purchasing power standard (PPS)","19,367",""
"2010","Denmark","18 years or over","Total","Median equivalised net income","Purchasing power standard (PPS)","17,901",""
"2010","Denmark","From 25 to 49 years","Total","Median equivalised net income","Purchasing power standard (PPS)","19,076",""
"2010","Denmark","From 25 to 54 years","Total","Median equivalised net income","Purchasing power standard (PPS)","19,550",""
"2010","Denmark","From 50 to 64 years","Total","Median equivalised net income","Purchasing power standard (PPS)","21,475",""
"2010","Denmark","From 55 to 64 years","Total","Median equivalised net income","Purchasing power standard (PPS)","21,179",""
"2010","Denmark","Less than 60 years","Total","Median equivalised net income","Purchasing power standard (PPS)","18,880",""
"2010","Denmark","60 years or over","Total","Median equivalised net income","Purchasing power standard (PPS)","14,673",""
"2010","Denmark","Less than 65 years","Total","Median equivalised net income","Purchasing power standard (PPS)","18,917",""
"2010","Denmark","From 65 to 74 years","Total","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2010","Denmark","65 years or over","Total","Median equivalised net income","Purchasing power standard (PPS)","13,525",""
"2010","Denmark","Less than 75 years","Total","Median equivalised net income","Purchasing power standard (PPS)","18,461",""
"2010","Denmark","75 years or over","Total","Median equivalised net income","Purchasing power standard (PPS)","12,668",""
"2010","Germany (until 1990 former territory of the FRG)","Total","Total","Median equivalised net income","Purchasing power standard (PPS)","17,573",""
"2010","Germany (until 1990 former territory of the FRG)","Less than 6 years","Total","Median equivalised net income","Purchasing power standard (PPS)","16,590",""
"2010","Germany (until 1990 former territory of the FRG)","From 6 to 10 years","Total","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2010","Germany (until 1990 former territory of the FRG)","From 6 to 11 years","Total","Median equivalised net income","Purchasing power standard (PPS)","16,763",""
"2010","Germany (until 1990 former territory of the FRG)","From 11 to 15 years","Total","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2010","Germany (until 1990 former territory of the FRG)","From 12 to 17 years","Total","Median equivalised net income","Purchasing power standard (PPS)","16,157",""
"2010","Germany (until 1990 former territory of the FRG)","Less than 16 years","Total","Median equivalised net income","Purchasing power standard (PPS)","16,560",""
"2010","Germany (until 1990 former territory of the FRG)","From 16 to 24 years","Total","Median equivalised net income","Purchasing power standard (PPS)","16,768",""
"2010","Germany (until 1990 former territory of the FRG)","From 16 to 64 years","Total","Median equivalised net income","Purchasing power standard (PPS)","18,576",""
"2010","Germany (until 1990 former territory of the FRG)","16 years or over","Total","Median equivalised net income","Purchasing power standard (PPS)","17,791",""
"2010","Germany (until 1990 former territory of the FRG)","Less than 18 years","Total","Median equivalised net income","Purchasing power standard (PPS)","16,461",""
"2010","Germany (until 1990 former territory of the FRG)","From 18 to 24 years","Total","Median equivalised net income","Purchasing power standard (PPS)","17,014",""
"2010","Germany (until 1990 former territory of the FRG)","From 18 to 64 years","Total","Median equivalised net income","Purchasing power standard (PPS)","18,699",""
"2010","Germany (until 1990 former territory of the FRG)","18 years or over","Total","Median equivalised net income","Purchasing power standard (PPS)","17,848",""
"2010","Germany (until 1990 former territory of the FRG)","From 25 to 49 years","Total","Median equivalised net income","Purchasing power standard (PPS)","19,063",""
"2010","Germany (until 1990 former territory of the FRG)","From 25 to 54 years","Total","Median equivalised net income","Purchasing power standard (PPS)","19,260",""
"2010","Germany (until 1990 former territory of the FRG)","From 50 to 64 years","Total","Median equivalised net income","Purchasing power standard (PPS)","18,959",""
"2010","Germany (until 1990 former territory of the FRG)","From 55 to 64 years","Total","Median equivalised net income","Purchasing power standard (PPS)","17,913",""
"2010","Germany (until 1990 former territory of the FRG)","Less than 60 years","Total","Median equivalised net income","Purchasing power standard (PPS)","18,269",""
"2010","Germany (until 1990 former territory of the FRG)","60 years or over","Total","Median equivalised net income","Purchasing power standard (PPS)","16,131",""
"2010","Germany (until 1990 former territory of the FRG)","Less than 65 years","Total","Median equivalised net income","Purchasing power standard (PPS)","18,129",""
"2010","Germany (until 1990 former territory of the FRG)","From 65 to 74 years","Total","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2010","Germany (until 1990 former territory of the FRG)","65 years or over","Total","Median equivalised net income","Purchasing power standard (PPS)","16,050",""
"2010","Germany (until 1990 former territory of the FRG)","Less than 75 years","Total","Median equivalised net income","Purchasing power standard (PPS)","17,674",""
"2010","Germany (until 1990 former territory of the FRG)","75 years or over","Total","Median equivalised net income","Purchasing power standard (PPS)","16,556",""
"2010","Estonia","Total","Total","Median equivalised net income","Purchasing power standard (PPS)","7,413",""
"2010","Estonia","Less than 6 years","Total","Median equivalised net income","Purchasing power standard (PPS)","8,491",""
"2010","Estonia","From 6 to 10 years","Total","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2010","Estonia","From 6 to 11 years","Total","Median equivalised net income","Purchasing power standard (PPS)","7,586",""
"2010","Estonia","From 11 to 15 years","Total","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2010","Estonia","From 12 to 17 years","Total","Median equivalised net income","Purchasing power standard (PPS)","7,077",""
"2010","Estonia","Less than 16 years","Total","Median equivalised net income","Purchasing power standard (PPS)","7,830",""
"2010","Estonia","From 16 to 24 years","Total","Median equivalised net income","Purchasing power standard (PPS)","7,294",""
"2010","Estonia","From 16 to 64 years","Total","Median equivalised net income","Purchasing power standard (PPS)","8,072",""
"2010","Estonia","16 years or over","Total","Median equivalised net income","Purchasing power standard (PPS)","7,347",""
"2010","Estonia","Less than 18 years","Total","Median equivalised net income","Purchasing power standard (PPS)","7,710",""
"2010","Estonia","From 18 to 24 years","Total","Median equivalised net income","Purchasing power standard (PPS)","7,350",""
"2010","Estonia","From 18 to 64 years","Total","Median equivalised net income","Purchasing power standard (PPS)","8,122",""
"2010","Estonia","18 years or over","Total","Median equivalised net income","Purchasing power standard (PPS)","7,354",""
"2010","Estonia","From 25 to 49 years","Total","Median equivalised net income","Purchasing power standard (PPS)","8,687",""
"2010","Estonia","From 25 to 54 years","Total","Median equivalised net income","Purchasing power standard (PPS)","8,491",""
"2010","Estonia","From 50 to 64 years","Total","Median equivalised net income","Purchasing power standard (PPS)","7,436",""
"2010","Estonia","From 55 to 64 years","Total","Median equivalised net income","Purchasing power standard (PPS)","7,409",""
"2010","Estonia","Less than 60 years","Total","Median equivalised net income","Purchasing power standard (PPS)","8,072",""
"2010","Estonia","60 years or over","Total","Median equivalised net income","Purchasing power standard (PPS)","6,010",""
"2010","Estonia","Less than 65 years","Total","Median equivalised net income","Purchasing power standard (PPS)","8,029",""
"2010","Estonia","From 65 to 74 years","Total","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2010","Estonia","65 years or over","Total","Median equivalised net income","Purchasing power standard (PPS)","5,882",""
"2010","Estonia","Less than 75 years","Total","Median equivalised net income","Purchasing power standard (PPS)","7,748",""
"2010","Estonia","75 years or over","Total","Median equivalised net income","Purchasing power standard (PPS)","5,556",""
"2010","Ireland","Total","Total","Median equivalised net income","Purchasing power standard (PPS)","16,837",""
"2010","Ireland","Less than 6 years","Total","Median equivalised net income","Purchasing power standard (PPS)","17,767",""
"2010","Ireland","From 6 to 10 years","Total","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2010","Ireland","From 6 to 11 years","Total","Median equivalised net income","Purchasing power standard (PPS)","14,580",""
"2010","Ireland","From 11 to 15 years","Total","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2010","Ireland","From 12 to 17 years","Total","Median equivalised net income","Purchasing power standard (PPS)","13,628",""
"2010","Ireland","Less than 16 years","Total","Median equivalised net income","Purchasing power standard (PPS)","15,530",""
"2010","Ireland","From 16 to 24 years","Total","Median equivalised net income","Purchasing power standard (PPS)","15,640",""
"2010","Ireland","From 16 to 64 years","Total","Median equivalised net income","Purchasing power standard (PPS)","17,764",""
"2010","Ireland","16 years or over","Total","Median equivalised net income","Purchasing power standard (PPS)","17,320",""
"2010","Ireland","Less than 18 years","Total","Median equivalised net income","Purchasing power standard (PPS)","15,363",""
"2010","Ireland","From 18 to 24 years","Total","Median equivalised net income","Purchasing power standard (PPS)","16,382",""
"2010","Ireland","From 18 to 64 years","Total","Median equivalised net income","Purchasing power standard (PPS)","17,997",""
"2010","Ireland","18 years or over","Total","Median equivalised net income","Purchasing power standard (PPS)","17,429",""
"2010","Ireland","From 25 to 49 years","Total","Median equivalised net income","Purchasing power standard (PPS)","18,436",""
"2010","Ireland","From 25 to 54 years","Total","Median equivalised net income","Purchasing power standard (PPS)","18,298",""
"2010","Ireland","From 50 to 64 years","Total","Median equivalised net income","Purchasing power standard (PPS)","17,736",""
"2010","Ireland","From 55 to 64 years","Total","Median equivalised net income","Purchasing power standard (PPS)","17,704",""
"2010","Ireland","Less than 60 years","Total","Median equivalised net income","Purchasing power standard (PPS)","17,170",""
"2010","Ireland","60 years or over","Total","Median equivalised net income","Purchasing power standard (PPS)","15,364",""
"2010","Ireland","Less than 65 years","Total","Median equivalised net income","Purchasing power standard (PPS)","17,197",""
"2010","Ireland","From 65 to 74 years","Total","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2010","Ireland","65 years or over","Total","Median equivalised net income","Purchasing power standard (PPS)","14,583",""
"2010","Ireland","Less than 75 years","Total","Median equivalised net income","Purchasing power standard (PPS)","17,117",""
"2010","Ireland","75 years or over","Total","Median equivalised net income","Purchasing power standard (PPS)","13,916",""
"2010","Greece","Total","Total","Median equivalised net income","Purchasing power standard (PPS)","12,599",""
"2010","Greece","Less than 6 years","Total","Median equivalised net income","Purchasing power standard (PPS)","12,538",""
"2010","Greece","From 6 to 10 years","Total","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2010","Greece","From 6 to 11 years","Total","Median equivalised net income","Purchasing power standard (PPS)","12,598",""
"2010","Greece","From 11 to 15 years","Total","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2010","Greece","From 12 to 17 years","Total","Median equivalised net income","Purchasing power standard (PPS)","11,262",""
"2010","Greece","Less than 16 years","Total","Median equivalised net income","Purchasing power standard (PPS)","12,211",""
"2010","Greece","From 16 to 24 years","Total","Median equivalised net income","Purchasing power standard (PPS)","10,725",""
"2010","Greece","From 16 to 64 years","Total","Median equivalised net income","Purchasing power standard (PPS)","13,413",""
"2010","Greece","16 years or over","Total","Median equivalised net income","Purchasing power standard (PPS)","12,653",""
"2010","Greece","Less than 18 years","Total","Median equivalised net income","Purchasing power standard (PPS)","11,994",""
"2010","Greece","From 18 to 24 years","Total","Median equivalised net income","Purchasing power standard (PPS)","10,637",""
"2010","Greece","From 18 to 64 years","Total","Median equivalised net income","Purchasing power standard (PPS)","13,480",""
"2010","Greece","18 years or over","Total","Median equivalised net income","Purchasing power standard (PPS)","12,685",""
"2010","Greece","From 25 to 49 years","Total","Median equivalised net income","Purchasing power standard (PPS)","13,656",""
"2010","Greece","From 25 to 54 years","Total","Median equivalised net income","Purchasing power standard (PPS)","13,754",""
"2010","Greece","From 50 to 64 years","Total","Median equivalised net income","Purchasing power standard (PPS)","14,308",""
"2010","Greece","From 55 to 64 years","Total","Median equivalised net income","Purchasing power standard (PPS)","14,220",""
"2010","Greece","Less than 60 years","Total","Median equivalised net income","Purchasing power standard (PPS)","13,154",""
"2010","Greece","60 years or over","Total","Median equivalised net income","Purchasing power standard (PPS)","11,520",""
"2010","Greece","Less than 65 years","Total","Median equivalised net income","Purchasing power standard (PPS)","13,221",""
"2010","Greece","From 65 to 74 years","Total","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2010","Greece","65 years or over","Total","Median equivalised net income","Purchasing power standard (PPS)","11,116",""
"2010","Greece","Less than 75 years","Total","Median equivalised net income","Purchasing power standard (PPS)","12,954",""
"2010","Greece","75 years or over","Total","Median equivalised net income","Purchasing power standard (PPS)","10,384",""
"2010","Spain","Total","Total","Median equivalised net income","Purchasing power standard (PPS)","14,945",""
"2010","Spain","Less than 6 years","Total","Median equivalised net income","Purchasing power standard (PPS)","14,359",""
"2010","Spain","From 6 to 10 years","Total","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2010","Spain","From 6 to 11 years","Total","Median equivalised net income","Purchasing power standard (PPS)","12,639",""
"2010","Spain","From 11 to 15 years","Total","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2010","Spain","From 12 to 17 years","Total","Median equivalised net income","Purchasing power standard (PPS)","12,348",""
"2010","Spain","Less than 16 years","Total","Median equivalised net income","Purchasing power standard (PPS)","13,172",""
"2010","Spain","From 16 to 24 years","Total","Median equivalised net income","Purchasing power standard (PPS)","13,653",""
"2010","Spain","From 16 to 64 years","Total","Median equivalised net income","Purchasing power standard (PPS)","15,842",""
"2010","Spain","16 years or over","Total","Median equivalised net income","Purchasing power standard (PPS)","15,300",""
"2010","Spain","Less than 18 years","Total","Median equivalised net income","Purchasing power standard (PPS)","13,061",""
"2010","Spain","From 18 to 24 years","Total","Median equivalised net income","Purchasing power standard (PPS)","14,261",""
"2010","Spain","From 18 to 64 years","Total","Median equivalised net income","Purchasing power standard (PPS)","15,957",""
"2010","Spain","18 years or over","Total","Median equivalised net income","Purchasing power standard (PPS)","15,406",""
"2010","Spain","From 25 to 49 years","Total","Median equivalised net income","Purchasing power standard (PPS)","15,801",""
"2010","Spain","From 25 to 54 years","Total","Median equivalised net income","Purchasing power standard (PPS)","16,054",""
"2010","Spain","From 50 to 64 years","Total","Median equivalised net income","Purchasing power standard (PPS)","17,385",""
"2010","Spain","From 55 to 64 years","Total","Median equivalised net income","Purchasing power standard (PPS)","17,004",""
"2010","Spain","Less than 60 years","Total","Median equivalised net income","Purchasing power standard (PPS)","15,231",""
"2010","Spain","60 years or over","Total","Median equivalised net income","Purchasing power standard (PPS)","14,111",""
"2010","Spain","Less than 65 years","Total","Median equivalised net income","Purchasing power standard (PPS)","15,310",""
"2010","Spain","From 65 to 74 years","Total","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2010","Spain","65 years or over","Total","Median equivalised net income","Purchasing power standard (PPS)","13,473",""
"2010","Spain","Less than 75 years","Total","Median equivalised net income","Purchasing power standard (PPS)","15,184",""
"2010","Spain","75 years or over","Total","Median equivalised net income","Purchasing power standard (PPS)","12,901",""
"2010","France","Total","Total","Median equivalised net income","Purchasing power standard (PPS)","17,782",""
"2010","France","Less than 6 years","Total","Median equivalised net income","Purchasing power standard (PPS)","16,764",""
"2010","France","From 6 to 10 years","Total","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2010","France","From 6 to 11 years","Total","Median equivalised net income","Purchasing power standard (PPS)","16,150",""
"2010","France","From 11 to 15 years","Total","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2010","France","From 12 to 17 years","Total","Median equivalised net income","Purchasing power standard (PPS)","15,783",""
"2010","France","Less than 16 years","Total","Median equivalised net income","Purchasing power standard (PPS)","16,244",""
"2010","France","From 16 to 24 years","Total","Median equivalised net income","Purchasing power standard (PPS)","15,675",""
"2010","France","From 16 to 64 years","Total","Median equivalised net income","Purchasing power standard (PPS)","18,279",""
"2010","France","16 years or over","Total","Median equivalised net income","Purchasing power standard (PPS)","18,112",""
"2010","France","Less than 18 years","Total","Median equivalised net income","Purchasing power standard (PPS)","16,249",""
"2010","France","From 18 to 24 years","Total","Median equivalised net income","Purchasing power standard (PPS)","15,540",""
"2010","France","From 18 to 64 years","Total","Median equivalised net income","Purchasing power standard (PPS)","18,400",""
"2010","France","18 years or over","Total","Median equivalised net income","Purchasing power standard (PPS)","18,194",""
"2010","France","From 25 to 49 years","Total","Median equivalised net income","Purchasing power standard (PPS)","18,148",""
"2010","France","From 25 to 54 years","Total","Median equivalised net income","Purchasing power standard (PPS)","18,528",""
"2010","France","From 50 to 64 years","Total","Median equivalised net income","Purchasing power standard (PPS)","20,371",""
"2010","France","From 55 to 64 years","Total","Median equivalised net income","Purchasing power standard (PPS)","20,184",""
"2010","France","Less than 60 years","Total","Median equivalised net income","Purchasing power standard (PPS)","17,670",""
"2010","France","60 years or over","Total","Median equivalised net income","Purchasing power standard (PPS)","18,063",""
"2010","France","Less than 65 years","Total","Median equivalised net income","Purchasing power standard (PPS)","17,835",""
"2010","France","From 65 to 74 years","Total","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2010","France","65 years or over","Total","Median equivalised net income","Purchasing power standard (PPS)","17,439",""
"2010","France","Less than 75 years","Total","Median equivalised net income","Purchasing power standard (PPS)","17,912",""
"2010","France","75 years or over","Total","Median equivalised net income","Purchasing power standard (PPS)","16,374",""
"2010","Croatia","Total","Total","Median equivalised net income","Purchasing power standard (PPS)","7,612",""
"2010","Croatia","Less than 6 years","Total","Median equivalised net income","Purchasing power standard (PPS)","8,619",""
"2010","Croatia","From 6 to 10 years","Total","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2010","Croatia","From 6 to 11 years","Total","Median equivalised net income","Purchasing power standard (PPS)","7,305",""
"2010","Croatia","From 11 to 15 years","Total","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2010","Croatia","From 12 to 17 years","Total","Median equivalised net income","Purchasing power standard (PPS)","7,013",""
"2010","Croatia","Less than 16 years","Total","Median equivalised net income","Purchasing power standard (PPS)","7,512",""
"2010","Croatia","From 16 to 24 years","Total","Median equivalised net income","Purchasing power standard (PPS)","7,357",""
"2010","Croatia","From 16 to 64 years","Total","Median equivalised net income","Purchasing power standard (PPS)","8,198",""
"2010","Croatia","16 years or over","Total","Median equivalised net income","Purchasing power standard (PPS)","7,676",""
"2010","Croatia","Less than 18 years","Total","Median equivalised net income","Purchasing power standard (PPS)","7,419",""
"2010","Croatia","From 18 to 24 years","Total","Median equivalised net income","Purchasing power standard (PPS)","7,525",""
"2010","Croatia","From 18 to 64 years","Total","Median equivalised net income","Purchasing power standard (PPS)","8,267",""
"2010","Croatia","18 years or over","Total","Median equivalised net income","Purchasing power standard (PPS)","7,724",""
"2010","Croatia","From 25 to 49 years","Total","Median equivalised net income","Purchasing power standard (PPS)","8,421",""
"2010","Croatia","From 25 to 54 years","Total","Median equivalised net income","Purchasing power standard (PPS)","8,421",""
"2010","Croatia","From 50 to 64 years","Total","Median equivalised net income","Purchasing power standard (PPS)","8,279",""
"2010","Croatia","From 55 to 64 years","Total","Median equivalised net income","Purchasing power standard (PPS)","8,199",""
"2010","Croatia","Less than 60 years","Total","Median equivalised net income","Purchasing power standard (PPS)","8,084",""
"2010","Croatia","60 years or over","Total","Median equivalised net income","Purchasing power standard (PPS)","6,526",""
"2010","Croatia","Less than 65 years","Total","Median equivalised net income","Purchasing power standard (PPS)","8,061",""
"2010","Croatia","From 65 to 74 years","Total","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2010","Croatia","65 years or over","Total","Median equivalised net income","Purchasing power standard (PPS)","6,307",""
